Genetree,reference1,Mmi-a,Mmi-b,Han-a,Han-b,Sre-a,Sre-b,Cca-a,Cti-a,Eca-a,Cso-a
Asterales_Lsa_chr1_gene3349,Lsa1g3349|XP_023750835|(190891804-190893191),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3350,Lsa1g3350|XP_023750836|(190893723-190895793),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3351,Lsa1g3351|XP_023736335|(191308571-191309350),none,none,none,none,none,none,none,none,none,Cso1g2685|KAJ9566596.1|(67952711-67953842)
Asterales_Lsa_chr1_gene3352,Lsa1g3352|XP_023736330|(191322041-191324903),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3353,Lsa1g3353|XP_042751671|(191563939-191565999),none,none,none,none,Sre1g4114|Streb.1G041140.1|(126148742-126152936),none,Cca10g0073|XP_024984496|(982130-988440),none,none,Cso1g2684|KAJ9566597.1|(67943435-67943608)
Asterales_Lsa_chr1_gene3354,Lsa1g3354|XP_042756707|(192020786-192022252),none,none,none,none,Sre1g4113|Streb.1G041130.1|(126127396-126129338),none,Cca10g0074|XP_024983205|(1010385-1012205),none,none,Cso1g2666|KAJ9566555.1|(67598930-67599154)
Asterales_Lsa_chr1_gene3355,Lsa1g3355|XP_023744234|(192036884-192037639),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3356,Lsa1g3356|XP_023744235|(192040467-192042095),none,none,none,none,none,none,Cca10g0076|XP_024983544|(1032597-1034169),none,none,Cso1g2663|KAJ9566617.1|(67555032-67555331)
Asterales_Lsa_chr1_gene3357,Lsa1g3357|XP_042756720|(192068697-192069770),none,none,none,none,none,none,none,Cti1g1379|CtAH01T0137900.1|(42160306-42162113),none,Cso1g2660|KAJ9566616.1|(67489153-67489377)
Asterales_Lsa_chr1_gene3358,Lsa1g3358|XP_023744233|(192116955-192118643),none,none,none,none,none,none,none,Cti1g1377|CtAH01T0137700.1|(42026095-42027513),none,none
Asterales_Lsa_chr1_gene3359,Lsa1g3359|XP_023744232|(192212478-192214127),none,none,none,none,none,none,none,Cti1g1376|CtAH01T0137600.1|(41991833-41996851),none,none
Asterales_Lsa_chr1_gene3360,Lsa1g3360|XP_023744231|(192296145-192297805),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3361,Lsa1g3361|XP_023767549|(192533902-192535242),none,none,Han1g0455|XP_022033453|(20180334-20181696),none,none,none,none,Cti1g1233|CtAH01T0123300.1|(31647102-31648692),Eca9g1136|XP_043609740|(13010097-13011889),Cso1g2515|KAJ9566545.1|(62140024-62140220)
Asterales_Lsa_chr1_gene3362,Lsa1g3362|XP_042751678|(192536074-192539245),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3363,Lsa1g3363|XP_023767558|(192543241-192546495),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3364,Lsa1g3364|XP_042751681|(192548975-192554306),Mmi16g1818|KAD3337886.1|(77893374-77916078),none,Han1g0456|XP_022041766|(20312626-20330035),none,Sre1g4077|Streb.1G040770.1|(125666605-125671552),none,none,Cti1g1234|CtAH01T0123400.1|(31650053-31657469),Eca9g1135|XP_043610074|(13000430-13009479),Cso1g2517|KAJ9566548.1|(62164028-62164332)
Asterales_Lsa_chr1_gene3365,Lsa1g3365|XP_023767557|(192648692-192652568),Mmi16g1819|KAD3337887.1|(77919319-77921941),none,Han1g0458|XP_022042322|(20407359-20410728),none,Sre1g4078|Streb.1G040780.1|(125673418-125676876),none,none,Cti1g1236|CtAH01T0123600.1|(31683359-31687918),none,Cso1g2518|KAJ9566544.1|(62176519-62177451)
Asterales_Lsa_chr1_gene3366,Lsa1g3366|XP_023731380|(192703179-192707286),Mmi16g1820|KAD3337888.1|(77925204-77936445),none,Han1g0459|XP_021968890|(20523360-20531121),none,Sre1g4079|Streb.1G040790.1|(125677450-125682442),none,none,Cti1g1237|CtAH01T0123700.1|(31748500-31768788),Eca9g1134|XP_043609865|(12959108-12967070),Cso1g2523|KAJ9566441.1|(62242039-62242363)
Asterales_Lsa_chr1_gene3367,Lsa1g3367|XP_023731531|(192746662-192748789),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3368,Lsa1g3368|XP_042756802|(193049582-193050696),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3369,Lsa1g3369|XP_023731548|(193050601-193051626),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3370,Lsa1g3370|XP_023731394|(193059870-193062223),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3371,Lsa1g3371|XP_023731404|(193636153-193637687),none,none,none,none,none,none,none,Cti1g1240|CtAH01T0124000.1|(32039729-32041497),Eca9g1132|XP_043611212|(12932404-12934402),none
Asterales_Lsa_chr1_gene3372,Lsa1g3372|XP_023731416|(193750349-193754924),Mmi16g1822|KAD3337890.1|(77956921-77959697),none,Han1g0461|XP_022041671|(20881327-20884642),none,Sre1g4080|Streb.1G040800.1|(125683184-125685430),none,Cca10g0187|XP_024983009|(3710427-3723329),Cti1g1242|CtAH01T0124200.1|(32104366-32110590),Eca9g1131|XP_043610437|(12921955-12930656),Cso1g2530|KAJ9566524.1|(62761414-62761677)
Asterales_Lsa_chr1_gene3373,Lsa1g3373|XP_023731427|(193775742-193778676),none,none,none,none,none,none,Cca10g0184|XP_024983985|(3583536-3600051),none,Eca9g1130|XP_043610324|(12905566-12912823),none
Asterales_Lsa_chr1_gene3374,Lsa1g3374|XP_023731574|(193782933-193784273),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3375,Lsa1g3375|XP_023731433|(193784485-193785911),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3376,Lsa1g3376|XP_023731613|(193933194-193933823),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3377,Lsa1g3377|XP_023731444|(193940851-193945695),Mmi16g1823|KAD3337891.1|(77972031-77983051),none,Han1g0462|XP_022041660|(21051543-21060754),none,Sre1g4081|Streb.1G040810.1|(125732970-125739730),none,none,Cti1g1243|CtAH01T0124300.1|(32188459-32198947),Eca9g1127|XP_043610002|(12851661-12858933),none
Asterales_Lsa_chr1_gene3378,Lsa1g3378|XP_023731628|(194010973-194015578),Mmi16g1824|KAD3337892.1|(77984106-77991598),none,Han1g0463|XP_035846374|(21061278-21076755),none,Sre1g4082|Streb.1G040820.1|(125740307-125744249),none,Cca10g0183|XP_024983475|(3552985-3562400),Cti1g1244|CtAH01T0124400.1|(32200162-32203046),Eca9g1126|XP_043612309|(12844489-12850846),Cso1g2535|KAJ9566460.1|(62921877-62921906)
Asterales_Lsa_chr1_gene3379,Lsa1g3379|XP_023731636|(194234146-194242315),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3380,Lsa1g3380|XP_023731646|(194242358-194245300),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3381,Lsa1g3381|XP_042753660|(194316551-194322222),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3382,Lsa1g3382|XP_042753666|(194395584-194443098),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3383,Lsa1g3383|XP_023731709|(194465880-194466275),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3384,Lsa1g3384|XP_023733525|(194626029-194627892),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3385,Lsa1g3385|XP_023733524|(194714290-194717019),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3386,Lsa1g3386|XP_023733527|(194938312-194945549),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3387,Lsa1g3387|XP_023769176|(195171756-195174603),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3388,Lsa1g3388|XP_023769192|(195273081-195273689),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3389,Lsa1g3389|XP_023769180|(195379480-195384002),none,none,none,none,none,none,Cca10g0126|XP_024982480|(2091219-2095331),none,none,none
Asterales_Lsa_chr1_gene3390,Lsa1g3390|XP_023769188|(195433780-195437436),none,none,none,none,none,none,Cca10g0125|XP_024983559|(2085677-2089480),none,none,none
Asterales_Lsa_chr1_gene3391,Lsa1g3391|XP_023769203|(195447640-195449529),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3392,Lsa1g3392|XP_023741409|(195743791-195747080),Mmi16g1825|KAD3337893.1|(78008213-78017949),none,Han1g0469|XP_022041777|(21392149-21400538),none,Sre1g4083|Streb.1G040830.1|(125747826-125751120),none,Cca10g0035|XP_024983797|(396887-402223),Cti1g1248|CtAH01T0124800.1|(32282098-32292809),Eca9g1125|XP_043610036|(12824215-12826801),Cso1g2536|KAJ9566457.1|(62940796-62941236)
Asterales_Lsa_chr1_gene3393,Lsa1g3393|XP_023741406|(195768505-195780332),none,none,none,none,none,none,Cca10g0040|XP_024983749|(470956-480413),Cti1g1253|CtAH01T0125300.1|(33112961-33130440),Eca9g1122|XP_043611446|(12787297-12797435),none
Asterales_Lsa_chr1_gene3394,Lsa1g3394|XP_042753677|(196228866-196235117),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3395,Lsa1g3395|XP_042753678|(196235059-196238674),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3396,Lsa1g3396|XP_042753683|(196252515-196260073),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3397,Lsa1g3397|XP_023752638|(196261002-196267860),none,none,none,Han11g2172|XP_022033738|(126047280-126054318),none,none,Cca10g0111|XP_024982638|(1856822-1868840),none,none,none
Asterales_Lsa_chr1_gene3398,Lsa1g3398|XP_023752639|(196367844-196375734),Mmi16g1828|KAD3337896.1|(78163424-78169145),none,Han1g0487|XP_022042326|(24949560-24956338),none,Sre1g4090|Streb.1G040900.1|(125901182-125906451),none,none,Cti1g1265|CtAH01T0126500.1|(34398688-34411231),Eca9g1120|XP_043610705|(12732374-12737084),none
Asterales_Lsa_chr1_gene3399,Lsa1g3399|XP_023752641|(196391303-196410164),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3400,Lsa1g3400|XP_023752643|(196674483-196680737),none,none,none,Han11g2174|XP_022033739|(126140036-126151378),none,none,Cca10g0177|XP_024984379|(3406973-3413606),none,none,none
Asterales_Lsa_chr1_gene3401,Lsa1g3401|XP_023751207|(197074645-197081482),none,none,none,none,none,none,Cca10g0060|XP_024984347|(749546-754962),none,none,none
Asterales_Lsa_chr1_gene3402,Lsa1g3402|XP_023751209|(197221989-197222339),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3403,Lsa1g3403|XP_023734187|(197530565-197533862),Mmi16g1859|KAD3337927.1|(78697243-78699245),none,Han1g0501|XP_022041992|(28021969-28024944),none,Sre1g4106|Streb.1G041060.1|(126051668-126053699),none,none,none,none,none
Asterales_Lsa_chr1_gene3404,Lsa1g3404|XP_023734190|(197537441-197538601),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3405,Lsa1g3405|XP_023734188|(197941378-197944126),none,none,none,none,none,none,Cca10g0097|XP_024982891|(1590182-1592880),Cti1g1346|CtAH01T0134600.1|(39919798-39926531),none,none
Asterales_Lsa_chr1_gene3406,Lsa1g3406|XP_023731439|(198142406-198145217),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3407,Lsa1g3407|XP_023743867|(198393243-198394072),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3408,Lsa1g3408|XP_023733159|(198546019-198550261),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3409,Lsa1g3409|XP_023733534|(198564382-198564903),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3410,Lsa1g3410|XP_023733473|(198566290-198569806),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3411,Lsa1g3411|XP_023733786|(198573285-198573650),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3412,Lsa1g3412|XP_023733620|(198576670-198579983),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3413,Lsa1g3413|XP_042751762|(198583213-198587943),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3414,Lsa1g3414|XP_023756198|(198683176-198683809),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3415,Lsa1g3415|XP_023756199|(198687687-198688393),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3416,Lsa1g3416|XP_023756200|(198691359-198692079),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3417,Lsa1g3417|XP_023773057|(199164986-199167505),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3418,Lsa1g3418|XP_042751764|(199170604-199175397),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3419,Lsa1g3419|XP_023773058|(199195729-199197119),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3420,Lsa1g3420|XP_023773059|(199198092-199200197),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3421,Lsa1g3421|XP_023773060|(199395475-199396062),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3422,Lsa1g3422|XP_023773056|(199414826-199433500),none,none,none,Han11g2181|XP_021993668|(127107580-127113978),none,none,Cca10g0157|XP_024982937|(2873430-2875724),Cti1g1283|CtAH01T0128300.1|(35275286-35281144),Eca9g1116|XP_043610695|(12662296-12667646),none
Asterales_Lsa_chr1_gene3423,Lsa1g3423|XP_023773061|(199440236-199441271),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3424,Lsa1g3424|XP_023773062|(199442891-199443531),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3425,Lsa1g3425|XP_023752607|(200244039-200245266),Mmi16g1861|KAD3337929.1|(78716991-78719239),none,Han1g0503|XP_022041984|(28094212-28097456),none,Sre1g4108|Streb.1G041080.1|(126076324-126078997),none,Cca10g0095|XP_024983641|(1554194-1555760),Cti1g1349|CtAH01T0134900.1|(40088499-40090357),Eca9g1094|XP_043609063|(12324169-12325642),none
Asterales_Lsa_chr1_gene3426,Lsa1g3426|XP_023751617|(200766739-200768208),Mmi16g1862|KAD3337930.1|(78724351-78727003),none,Han1g0504|XP_035841657|(28284868-28287786),none,Sre1g4109|Streb.1G041090.1|(126080369-126082280),none,none,none,none,none
Asterales_Lsa_chr1_gene3427,Lsa1g3427|XP_023751619|(200903386-200920479),Mmi16g1863|KAD3337931.1|(78732316-78746713),none,Han1g0507|XP_022036031|(28566806-28579958),none,Sre1g4110|Streb.1G041100.1|(126084576-126098404),none,none,none,Eca9g1092|XP_043609054|(12299160-12305989),none
Asterales_Lsa_chr1_gene3428,Lsa1g3428|XP_023751623|(201128415-201133014),Mmi16g1866|KAD3337934.1|(78776456-78781473),none,Han1g0511|XP_022041956|(28968293-28971842),none,Sre1g4111|Streb.1G041110.1|(126100208-126109037),none,Cca10g0091|XP_024982403|(1363028-1366704),Cti1g1371|CtAH01T0137100.1|(41574773-41580125),Eca9g1091|XP_043609056|(12277525-12280945),none
Asterales_Lsa_chr1_gene3429,Lsa1g3429|XP_023743531|(201307993-201310860),Mmi16g1873|KAD3337941.1|(78928996-78931303),none,Han1g0527|XP_022041593|(30629605-30631876),none,Sre1g4120|Streb.1G041200.1|(126236610-126238848),none,Cca10g0066|XP_024982825|(810732-812898),none,Eca9g1070|XP_043609515|(11982721-11984697),Cso1g2694|KAJ9566609.1|(68223798-68223978)
Asterales_Lsa_chr1_gene3430,Lsa1g3430|XP_023743529|(201311494-201314382),Mmi16g1872|KAD3337940.1|(78922742-78923792),none,Han1g0526|XP_022041600|(30624866-30628478),none,Sre1g4119|Streb.1G041190.1|(126233453-126235969),none,Cca10g0067|XP_024983636|(813963-818686),Cti1g1388|CtAH01T0138800.1|(43409082-43414246),Eca9g1071|XP_043609486|(11985225-11988667),none
Asterales_Lsa_chr1_gene3431,Lsa1g3431|XP_023743528|(201400005-201402356),none,none,Han1g0524|XP_022015380|(30321080-30322830),none,Sre1g4118|Streb.1G041180.1|(126222781-126224824),none,Cca10g0068|XP_024982618|(821754-823490),none,Eca9g1075|XP_043609028|(12080491-12089569),none
Asterales_Lsa_chr1_gene3432,Lsa1g3432|XP_042753720|(201406447-201412798),Mmi16g1870|KAD3337938.1|(78895814-78903894),none,Han1g0523|XP_022015799|(30259755-30268621),none,Sre1g4117|Streb.1G041170.1|(126181854-126188796),none,Cca10g0069|XP_024983894|(827586-838869),Cti1g1386|CtAH01T0138600.1|(43341374-43358273),Eca9g1083|XP_043610213|(12202968-12210800),Cso1g2691|KAJ9566540.1|(68128414-68128431)
Asterales_Lsa_chr1_gene3433,Lsa1g3433|XP_023743530|(201419369-201423273),Mmi16g1869|KAD3337937.1|(78876894-78889341),none,Han1g0520|XP_022040869|(30122931-30126231),none,Sre1g4116|Streb.1G041160.1|(126176934-126180757),none,Cca10g0070|XP_024983716|(844055-853276),Cti1g1385|CtAH01T0138500.1|(43161499-43173363),Eca9g1084|XP_043611192|(12216008-12221530),Cso1g2690|KAJ9566567.1|(68056586-68056698)
Asterales_Lsa_chr1_gene3434,Lsa1g3434|XP_023759732|(201504482-201506740),Mmi16g1868|KAD3337936.1|(78854963-78857914),none,Han1g0518|XP_022040842|(29906460-29910229),none,Sre1g4115|Streb.1G041150.1|(126154427-126160085),none,none,Cti1g1381|CtAH01T0138100.1|(42501283-42507163),Eca9g1087|XP_043610274|(12238913-12242609),Cso1g2686|KAJ9566599.1|(67959773-67960333)
Asterales_Lsa_chr1_gene3435,Lsa1g3435|XP_023728273|(201872939-201879763),none,none,none,none,none,none,Cca10g0071|XP_024984451|(934705-942953),Cti1g1383|CtAH01T0138300.1|(42760644-42778180),none,Cso1g2675|KAJ9566866.1|(67806450-67806764)
Asterales_Lsa_chr1_gene3436,Lsa1g3436|XP_023733196|(202254966-202256498),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3437,Lsa1g3437|XP_042753727|(202258446-202258910),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3438,Lsa1g3438|XP_023756321|(202661377-202663695),none,none,none,none,none,none,Cca10g0072|XP_024982871|(976293-979204),none,none,none
Asterales_Lsa_chr1_gene3439,Lsa1g3439|XP_023756316|(202676991-202680425),none,none,Han1g0511|XP_022041956|(28968293-28971842),none,none,none,Cca10g0090|XP_024982404|(1344426-1348269),Cti1g1371|CtAH01T0137100.1|(41574773-41580125),Eca9g1091|XP_043609056|(12277525-12280945),none
Asterales_Lsa_chr1_gene3440,Lsa1g3440|XP_023756323|(202768827-202770440),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3441,Lsa1g3441|XP_042757074|(202895442-202896917),none,none,none,none,none,none,none,Cti1g1341|CtAH01T0134100.1|(39857043-39861672),none,none
Asterales_Lsa_chr1_gene3442,Lsa1g3442|XP_023756317|(203132904-203134408),Mmi16g1848|KAD3337916.1|(78481374-78481952),none,none,none,Sre1g4104|Streb.1G041040.1|(126042672-126044406),none,Cca10g0089|XP_024982405|(1338166-1339598),none,Eca9g1097|XP_043609060|(12341112-12346855),none
Asterales_Lsa_chr1_gene3443,Lsa1g3443|XP_023756324|(203361667-203364086),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3444,Lsa1g3444|XP_023756320|(203393233-203411290),Mmi16g1840|KAD3337908.1|(78364858-78375576),none,none,Han11g2194|XP_021993843|(128124109-128129554),Sre1g4100|Streb.1G041000.1|(126014244-126022106),none,Cca10g0079|XP_024984559|(1100744-1105298),Cti1g1320|CtAH01T0132000.1|(37544145-37654132),Eca9g1099|XP_043611590|(12355763-12368499),none
Asterales_Lsa_chr1_gene3445,Lsa1g3445|XP_023756325|(203418452-203418850),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3446,Lsa1g3446|XP_023756318|(203468683-203474479),Mmi16g1839|KAD3337907.1|(78339921-78349794),none,Han1g0497|XP_022041633|(27289904-27296663),none,Sre1g4099|Streb.1G040990.1|(126001771-126007052),none,Cca10g0078|XP_024984558|(1077472-1082230),Cti1g1319|CtAH01T0131900.1|(37440362-37502525),none,none
Asterales_Lsa_chr1_gene3447,Lsa1g3447|XP_042753734|(203948995-203953683),Mmi16g1824|KAD3337892.1|(77984106-77991598),none,none,none,Sre1g4082|Streb.1G040820.1|(125740307-125744249),none,none,none,none,none
Asterales_Lsa_chr1_gene3448,Lsa1g3448|XP_023770007|(203954357-203955544),none,none,none,none,none,none,none,Cti1g1189|CtAH01T0118900.1|(29600697-29605094),none,none
Asterales_Lsa_chr1_gene3449,Lsa1g3449|XP_023770008|(203955544-203960042),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3450,Lsa1g3450|XP_023770010|(204113559-204114401),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene3451,Lsa1g3451|XP_023743779|(204456369-204457418),Mmi16g1874|KAD3337942.1|(78955351-78956370),none,Han1g0528|XP_022032446|(30717840-30718856),none,none,none,Cca10g0065|XP_024982870|(804681-805703),none,Eca9g1068|XP_043611579|(11975195-11976226),none
Asterales_Lsa_chr1_gene3452,Lsa1g3452|XP_023743778|(204498940-204500701),Mmi16g1876|KAD3337944.1|(79002872-79003998),none,none,none,none,none,Cca10g0064|XP_024983916|(802481-803406),Cti1g1390|CtAH01T0139000.1|(43471720-43474047),Eca9g1067|XP_043611299|(11973667-11974585),none
